code;name;category;stock_quantity;simple_description;display_order;visible
01100           ;FLASH EXODIA K 3,2 256GB          ;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💾 256GB ⚡ velocidad USB 3.2 y práctico;;1
02001           ;CABLE LDNIO SY-03 BLANCO 1M V8    ;CABLES / ADAPTADORES;382;🔌 1m ⚡ carga práctica y resistente;;1
02002           ;CABLE LDNIO SY-03 BLANCO 1M IOS   ;CABLES / ADAPTADORES;173;🔌 1m ⚡ carga estable para iPhone;;1
02003           ;CABLE LDNIO XS-07 PLANO 1M TIPO C ;CABLES / ADAPTADORES;623;🔌 07 P ⚡ carga rápida Type-C;;1
020100          ;CABLE LDNIO LC811C TIPO C A C     ;CABLES / ADAPTADORES;49;🔌 USB-C ⚡ carga rápida y estable;;1
020101          ;CABLE LDNIO LC631 65W 1M TC A C   ;CABLES / ADAPTADORES;15;🔌 65W USB-C ⚡ carga rápida y estable;;1
0201011         ;CABLE LDNIO LC631 30W 1M TC A IP  ;CABLES / ADAPTADORES;0;🔌 30W USB-C a iPhone ⚡ carga rápida;;1
020102          ;CABLE LDNIO LC901 65W TC A C      ;CABLES / ADAPTADORES;40;🔌 65W USB-C ⚡ carga rápida y estable;;1
0201021         ;CABLE LDNIO LC901 30W TC A IP     ;CABLES / ADAPTADORES;0;🔌 30W USB-C a iPhone ⚡ carga rápida;;1
020103          ;CABLE LDNIO LC921 240W 1M TC A C  ;CABLES / ADAPTADORES;33;🔌 240W USB-C ⚡ carga rápida y estable;;1
02012           ;CABLE LDNIO LS531 TELA 1M TIPO C  ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02024           ;CABLE LDNIO LS442 NYLON 2M IOS    ;CABLES / ADAPTADORES;64;🔌 2m ⚡ carga estable para iPhone;;1
02025           ;CABLE LDNIO LS442 NYLON 2M TIPO C ;CABLES / ADAPTADORES;0;🔌 2m ⚡ carga rápida Type-C;;1
02034           ;CABLE HDMI 3 MTS                  ;CABLES / ADAPTADORES;72;📺 3 m ⚡ imagen y sonido en alta calidad;;1
02035           ;CABLE HDMI 5 MTS                  ;CABLES / ADAPTADORES;57;📺 5 m ⚡ imagen y sonido en alta calidad;;1
02041           ;CABLE LDNIO LS441 NYLON 1M TIPO C ;CABLES / ADAPTADORES;124;🔌 1m ⚡ carga rápida Type-C;;1
020411          ;CABLE LDNIO LC441 65W 1M TC A TC  ;CABLES / ADAPTADORES;0;🔌 65W 1m ⚡ carga rápida Type-C;;1
020412          ;CABLE LDNIO LC441 30W 1M TC A IOS ;CABLES / ADAPTADORES;0;🔌 30W USB-C a iPhone ⚡ carga rápida;;1
02042           ;CABLE LDNIO LS441 NYLON 1M IOS    ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;;1
02053           ;CABLE LDNIO XS-07 PLANO 1M V8     ;CABLES / ADAPTADORES;6;🔌 07 P ⚡ carga práctica y resistente;;1
02057           ;CABLE LDNIO LC121 1M TC A TC      ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02058           ;CABLE LDNIO LC121 1M TC A IOS     ;CABLES / ADAPTADORES;0;🔌 USB-C a iPhone ⚡ carga rápida;;1
02059           ;CABLE IP LIGHT 1M USB A IOS       ;CABLES / ADAPTADORES;16;🔌 1m ⚡ carga estable para iPhone;;1
020591          ;CABLE IP LIGHT 1M TC A TC         ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
020592          ;CABLE IP LIGHT 1M USB A IOS X     ;CABLES / ADAPTADORES;56;🔌 1m ⚡ carga estable para iPhone;;1
020593          ;CABLE IP LIGHT 60W 1M TC A TC     ;CABLES / ADAPTADORES;178;🔌 60W 1m ⚡ carga rápida Type-C;;1
02067           ;CABLE REALME USB TIPO C           ;CABLES / ADAPTADORES;22;🔌 1m ⚡ carga rápida Type-C;;1
020671          ;CABLE ANSTY SUELTO V8             ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;;1
020672          ;CABLE ANSTY SUELTO IP             ;CABLES / ADAPTADORES;20;🔌 1m ⚡ carga estable para iPhone;;1
020701          ;CABLE LDNIO AUX LS-Y81A 1M        ;CABLES / ADAPTADORES;64;🎧 AUX 1m 🔊 sonido claro y estable;;1
020702          ;CABLE LDNIO AUX LS-Y82A 2M        ;CABLES / ADAPTADORES;29;🎧 AUX 2m 🔊 sonido claro y estable;;1
020703          ;CABLE LDNIO AUX LS-Y91A 1M        ;CABLES / ADAPTADORES;0;🎧 AUX 1m 🔊 sonido claro y estable;;1
02072           ;CABLE IP 4                        ;CABLES / ADAPTADORES;105;🔌 30 pines 📱 carga y datos para iPhone antiguo;;1
02073           ;CABLE HDMI 1.5 MTS                ;CABLES / ADAPTADORES;201;📺 1.5 m ⚡ imagen y sonido en alta calidad;;1
02084           ;CABLE LDNIO LS561 EN L 1M TIPO C  ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02085           ;CABLE LDNIO LS561 EN L 1M IOS     ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;;1
02094           ;CABLE LDNIO LS631 1M V8           ;CABLES / ADAPTADORES;58;🔌 1m ⚡ carga práctica y resistente;;1
02095           ;CABLE LDNIO LS631 1M IOS          ;CABLES / ADAPTADORES;77;🔌 1m ⚡ carga estable para iPhone;;1
02096           ;CABLE LDNIO LS631 1M TIPO C       ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02097           ;CABLE LDNIO LS632 2M V8           ;CABLES / ADAPTADORES;0;🔌 2m ⚡ carga práctica y resistente;;1
02098           ;CABLE LDNIO LS632 2M IOS          ;CABLES / ADAPTADORES;120;🔌 2m ⚡ carga estable para iPhone;;1
02099           ;CABLE LDNIO LS632 2M TIPO C       ;CABLES / ADAPTADORES;300;🔌 2m ⚡ carga rápida Type-C;;1
02106           ;CABLE LDNIO LS801 1M V8           ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;;1
02107           ;CABLE LDNIO LS801 1M IOS          ;CABLES / ADAPTADORES;131;🔌 1m ⚡ carga estable para iPhone;;1
021071          ;CABLE LDNIO LS802 1M TIPO C       ;CABLES / ADAPTADORES;85;🔌 1m ⚡ carga rápida Type-C;;1
02108           ;CABLE LDNIO LS801 1M TIPO C       ;CABLES / ADAPTADORES;194;🔌 1m ⚡ carga rápida Type-C;;1
02109           ;CABLE LDNIO LS821 1M V8           ;CABLES / ADAPTADORES;18;🔌 1m ⚡ carga práctica y resistente;;1
02114           ;CABLE LDNIO LS661 1M TIPO C       ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02116           ;CABLE IP LIGHT TIPO C A IOS       ;CABLES / ADAPTADORES;245;🔌 USB-C a iPhone ⚡ carga rápida;;1
021161          ;CABLE IP LIGHT 2M TIPO C A IOS    ;CABLES / ADAPTADORES;41;🔌 USB-C a iPhone ⚡ carga rápida;;1
02117           ;CABLE HDMI 10 Mts                 ;CABLES / ADAPTADORES;14;📺 10 m ⚡ imagen y sonido en alta calidad;;1
02121           ;CABLE LDNIO LS841 25W V8          ;CABLES / ADAPTADORES;162;🔌 25W 1m ⚡ carga práctica y resistente;;1
02122           ;CABLE LDNIO LS841 25W TIPO C      ;CABLES / ADAPTADORES;751;🔌 25W 1m ⚡ carga rápida Type-C;;1
02123           ;CABLE LDNIO LS841 25W IOS         ;CABLES / ADAPTADORES;128;🔌 25W 1m ⚡ carga estable para iPhone;;1
02124           ;CABLE LDNIO LS641 COR 1M V8       ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;;1
02125           ;CABLE LDNIO LS641 COR 1M IP       ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;;1
02126           ;CABLE LDNIO LS641 COR 1M TIPO C   ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;;1
02135           ;CABLE LDNIO LC651C 30W 1M TC A C  ;CABLES / ADAPTADORES;14;🔌 30W USB-C ⚡ carga rápida y estable;;1
02137           ;CABLE LDNIO LC211 65W TC A C      ;CABLES / ADAPTADORES;39;🔌 65W USB-C ⚡ carga rápida y estable;;1
02158           ;CABLE EARLDOM AUX 80 1M TC Y IP   ;CABLES / ADAPTADORES;87;🎧 AUX dual 🔌 compatible Type-C y iPhone;;1
02159           ;CABLE EARLDOM AUX 81 1M RCA       ;CABLES / ADAPTADORES;23;🎧 AUX a RCA 🔊 audio estéreo claro y estable;;1
02160           ;CABLE EARLDOM AUX 12 1M           ;CABLES / ADAPTADORES;124;🎧 AUX 1m 🔊 sonido claro y estable;;1
02161           ;CABLE EARLDOM AUX 15 1M           ;CABLES / ADAPTADORES;44;🎧 AUX 1m 🔊 sonido claro y estable;;1
02190           ;CABLE LDNIO LC-96U 100W 3 EN 1    ;CABLES / ADAPTADORES;15;🔌 100W multi cable ⚡ carga varios dispositivos;;1
02191           ;CABLE LDNIO LC-97U 100W 3 EN 1    ;CABLES / ADAPTADORES;21;🔌 100W multi cable ⚡ carga varios dispositivos;;1
02200           ;CABLE LDNIO LS851 25W V8          ;CABLES / ADAPTADORES;136;🔌 25W 1m ⚡ carga práctica y resistente;;1
02201           ;CABLE LDNIO LS851 25W TIPO C      ;CABLES / ADAPTADORES;401;🔌 25W 1m ⚡ carga rápida Type-C;;1
02202           ;CABLE LDNIO LS851 25W IOS         ;CABLES / ADAPTADORES;0;🔌 25W 1m ⚡ carga estable para iPhone;;1
02206           ;CABLE LDNIO LS852 25W 2M V8       ;CABLES / ADAPTADORES;44;🔌 25W 2m ⚡ carga práctica y resistente;;1
02208           ;CABLE LDNIO LS852 25W 2M TIPO C   ;CABLES / ADAPTADORES;365;🔌 25W 2m ⚡ carga rápida Type-C;;1
02210           ;CABLE LDNIO LS902 25W 2M V8       ;CABLES / ADAPTADORES;37;🔌 25W 2m ⚡ carga práctica y resistente;;1
02211           ;CABLE LDNIO LS902 25W 2M TC       ;CABLES / ADAPTADORES;0;🔌 25W 2m ⚡ carga rápida Type-C;;1
02212           ;CABLE LDNIO LS902 25W 2M IP       ;CABLES / ADAPTADORES;66;🔌 25W 2m ⚡ carga estable para iPhone;;1
02213           ;CABLE LDNIO LC902 30W TC A IP     ;CABLES / ADAPTADORES;44;🔌 30W USB-C a iPhone ⚡ carga rápida;;1
022131          ;CABLE LDNIO LC902 65W TC A C      ;CABLES / ADAPTADORES;39;🔌 65W USB-C ⚡ carga rápida y estable;;1
02220           ;CABLE LDNIO LS901 1M V8           ;CABLES / ADAPTADORES;237;🔌 1m ⚡ carga práctica y resistente;;1
02221           ;CABLE LDNIO LS901 1M TIPO C       ;CABLES / ADAPTADORES;445;🔌 1m ⚡ carga rápida Type-C;;1
02222           ;CABLE LDNIO LS901 1M IOS          ;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;;1
02230           ;CABLE LDNIO LC-16 65W 4 EN 1      ;CABLES / ADAPTADORES;19;🔌 65W multi cable ⚡ carga varios dispositivos;;1
02231           ;CABLE LDNIO LS691 30W TIPO C      ;CABLES / ADAPTADORES;0;🔌 30W 1m ⚡ carga rápida Type-C;;1
022311          ;CABLE LDNIO LS692 30W TIPO C      ;CABLES / ADAPTADORES;29;🔌 30W 1m ⚡ carga rápida Type-C;;1
024101          ;JACK LDNIO LS-Y80C TC             ;CABLES / ADAPTADORES;111;🎧 Jack USB-C 🔊 audio claro y estable;;1
024102          ;JACK LDNIO LS-Y80I IP             ;CABLES / ADAPTADORES;33;🎧 Jack Lightning 🔊 audio práctico para iPhone;;1
024103          ;CABLE LDNIO AUX AD LS-Y81C 1M TC  ;CABLES / ADAPTADORES;16;🎧 AUX 1m 🔌 audio directo Type-C;;1
024104          ;ADAPT LDNIO HUB DS-34U TC         ;CABLES / ADAPTADORES;23;🔌 HUB USB-C ⚡ múltiples conexiones rápidas;;1
024105          ;ADAPT LDNIO HUB DS-44C USB        ;CABLES / ADAPTADORES;18;🔌 HUB USB ⚡ expande puertos fácilmente;;1
024106          ;ADAPT LDNIO HUB DS-34C TC         ;CABLES / ADAPTADORES;26;🔌 HUB USB-C ⚡ múltiples conexiones rápidas;;1
024107          ;ADAPT LDNIO HUB DS-44U USB        ;CABLES / ADAPTADORES;25;🔌 HUB USB ⚡ expande puertos fácilmente;;1
024108          ;ADAPT LDNIO VARIAS PUNTAS Z7      ;CABLES / ADAPTADORES;12;🌍 Adaptador universal 🔌 ideal para viajes y enchufes múltiples;;1
024109          ;CABLE LDNIO AUX AD LS-Y81I 1M TIP ;CABLES / ADAPTADORES;33;🎧 AUX dual 🔌 compatible Type-C y iPhone;;1
024113          ;ADAP LDNIO HUB DS-64C 4 EN 1 TC   ;CABLES / ADAPTADORES;38;🔌 HUB 4 en 1 ⚡ conexiones rápidas y prácticas;;1
024115          ;ADAP LDNIO HUB DS 25U 5 EN 1      ;CABLES / ADAPTADORES;25;🔌 HUB 5 en 1 ⚡ múltiples puertos en un dispositivo;;1
02415           ;CABLE ANSTY Z09-T TIPO C          ;CABLES / ADAPTADORES;878;🔌 1m ⚡ carga rápida Type-C;;1
02416           ;CABLE ANSTY Z09-A  V8             ;CABLES / ADAPTADORES;199;🔌 1m ⚡ carga práctica y resistente;;1
02417           ;CABLE ANSTY Z09-I IP              ;CABLES / ADAPTADORES;166;🔌 1m ⚡ carga estable para iPhone;;1
02418           ;CABLE ANSTY Z040 TIPO C           ;CABLES / ADAPTADORES;1804;🔌 1m ⚡ carga rápida Type-C;;1
02550           ;CABLE DE ROUTER DE 5 A 12VL       ;CABLES / ADAPTADORES;417;🔌 Boost 5V→12V 🌐 ideal para router sin corriente;;1
03002           ;AUDIF ECON ML FUNDA NEGRO         ;AUDIFONOS / MICROFONOS;0;🎧 Manos libres 🎵 audio claro para uso diario;;1
03015           ;AUDIF SAMSUNG ML AKG CORDON       ;AUDIFONOS / MICROFONOS;88;🎧 Manos libres 🎵 audio claro para uso diario;;1
03019           ;AUDIF SAMSUNG ML HS330 BLANCO     ;AUDIFONOS / MICROFONOS;62;🎧 Manos libres 🎵 audio claro para uso diario;;1
03063           ;AUDIF POP UP WIN ML IP PROMAX     ;AUDIFONOS / MICROFONOS;57;🎧 Manos libres 🎵 audio claro para uso diario;;1
03108           ;AUDIF AIRPODS 3RA GEN             ;AUDIFONOS / MICROFONOS;34;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
031081          ;AUDIF AIRPODS PRO 3RA GEN PANT    ;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
031082          ;AUDIF AIRPODS 4TA GEN             ;AUDIFONOS / MICROFONOS;43;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
031083          ;AUDIF AIRPODS PRO 5TA GEN PANT    ;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
03130           ;AUDIF LDNIO ML HP03               ;AUDIFONOS / MICROFONOS;1;🎧 Manos libres 🎵 audio claro para uso diario;;1
03131           ;AUDIF LDNIO ML HP04               ;AUDIFONOS / MICROFONOS;0;🎧 Manos libres 🎵 audio claro para uso diario;;1
03132           ;AUDIF LDNIO ML HP05               ;AUDIFONOS / MICROFONOS;0;🎧 Manos libres 🎵 audio claro para uso diario;;1
03133           ;AUDIF LDNIO ML HP06               ;AUDIFONOS / MICROFONOS;3;🎧 Manos libres 🎵 audio claro para uso diario;;1
03148           ;AUDIF SAMSUNG ML HS330 NEGRO      ;AUDIFONOS / MICROFONOS;33;🎧 Manos libres 🎵 audio claro para uso diario;;1
03149           ;AUDIF LDNIO ML HP02               ;AUDIFONOS / MICROFONOS;10;🎧 Manos libres 🎵 audio claro para uso diario;;1
03183           ;AUDIF BT WIRELESS M90             ;AUDIFONOS / MICROFONOS;65;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03185           ;AUDIF P47 DI NEGRO                ;AUDIFONOS / MICROFONOS;88;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
031851          ;AUDIF P47 DI BLANCO               ;AUDIFONOS / MICROFONOS;7;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
031852          ;AUDIF P47 DI AZUL                 ;AUDIFONOS / MICROFONOS;9;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
031853          ;AUDIF P47 DI ROJO                 ;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
031854          ;AUDIF P47 DI VERDE                ;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
03190           ;AUDIFONO AKG TIPO C               ;AUDIFONOS / MICROFONOS;51;🎧 USB-C 🎵 sonido claro y moderno;;1
03200           ;AUDIF LDNIO BT T01 NEGRO          ;AUDIFONOS / MICROFONOS;3;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
032001          ;AUDIF LDNIO BT T01 DORADO / ROSADO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03203           ;AUDIF BT WIRELESS M10             ;AUDIFONOS / MICROFONOS;82;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03206           ;AUDIF LDNIO BT T02 NEGRO          ;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
032061          ;AUDIF LDNIO BT T02 BLANCO         ;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
03207           ;AUDIF LDNIO BT T03 NEGRO          ;AUDIFONOS / MICROFONOS;10;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
032071          ;AUDIF LDNIO BT T03 BLANCO         ;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
03234           ;AUDIF AIRPODS PRO 2DA GEN         ;AUDIFONOS / MICROFONOS;35;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
032381          ;AUDIF BT DAMIX M25                ;AUDIFONOS / MICROFONOS;7;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03249           ;AUDIF LABUBU BT TWS003            ;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03250           ;AUDIF ECCO ML EC-S8               ;AUDIFONOS / MICROFONOS;17;🎧 Manos libres 🎵 audio claro para uso diario;;1
032721          ;AUDIF ECCO DI EC-237 BEIGE        ;AUDIFONOS / MICROFONOS;19;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
032723          ;AUDIF ECCO DI EC-237 VERDE        ;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
03273           ;AUDIF ECCO DI E35 NEGRO           ;AUDIFONOS / MICROFONOS;9;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
03274           ;AUDIF ECCO DI E35 CAFE            ;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;;1
03290           ;AUDIF BT WIRELESS M20             ;AUDIFONOS / MICROFONOS;7;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03291           ;AUDIF BT WIRELESS M30             ;AUDIFONOS / MICROFONOS;87;🎧 Bluetooth 🔋 sonido claro y batería práctica;;1
03292           ;AUDIF BT WIRELESS PRO 5S BLANCO   ;AUDIFONOS / MICROFONOS;15;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
032921          ;AUDIF BT WIRELESS PRO 5S NEGRO    ;AUDIFONOS / MICROFONOS;62;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;;1
03360           ;AUDIF GAMER AKZ DI 020 GRIS       ;AUDIFONOS / MICROFONOS;1;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03363           ;AUDIF GAMER AKZ DI 020 ROJO       ;AUDIFONOS / MICROFONOS;1;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03364           ;AUDIF GAMER AKZ DI 020 AZUL       ;AUDIFONOS / MICROFONOS;3;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03365           ;AUDIF GAMER AKZ  DI 022 GRIS      ;AUDIFONOS / MICROFONOS;8;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03366           ;AUDIF GAMER AKZ DI 022 ROSADO     ;AUDIFONOS / MICROFONOS;4;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03367           ;AUDIF GAMER AKZ DI 022 VERDE      ;AUDIFONOS / MICROFONOS;4;🎧 Gamer 🔊 sonido envolvente y diseño cómodo;;1
03400           ;AUDIF LDNIO ML HP08C              ;AUDIFONOS / MICROFONOS;7;🎧 Manos libres 🎵 audio claro para uso diario;;1
034001          ;AUDIF LDNIO ML HP09C              ;AUDIFONOS / MICROFONOS;11;🎧 Manos libres 🎵 audio claro para uso diario;;1
034002          ;AUDIF LDNIO ML HP09               ;AUDIFONOS / MICROFONOS;38;🎧 Manos libres 🎵 audio claro para uso diario;;1
034003          ;AUDIF LDNIO ML HP08               ;AUDIFONOS / MICROFONOS;6;🎧 Manos libres 🎵 audio claro para uso diario;;1
03404           ;AUDIF EARLDOM ML E43 BLANCO       ;AUDIFONOS / MICROFONOS;81;🎧 Manos libres 🎵 audio claro para uso diario;;1
034040          ;AUDIF EARLDOM ML E42 BLANCO       ;AUDIFONOS / MICROFONOS;39;🎧 Manos libres 🎵 audio claro para uso diario;;1
