code;name;category;stock_quantity;simple_description;display_order;visible
03015;AUDIF SAMSUNG ML AKG CORDON;AUDIFONOS / MICROFONOS;88;🎧 Manos libres 🎵 audio claro para uso diario;65;1
052851;CARG LDNIO 20W Q1 USB A C BLANCO;CARGADORES / POWERBANKS;41;🔌 20W ⚡ carga rápida y segura;66;1
09041;LAMINA RICH EPU PRO ANTIESPIA MATE;RICH;700;📱 Lámina antiespía 🛡️ privacidad y protección;67;1
02124;CABLE LDNIO LS641 COR 1M V8;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;68;1
020671;CABLE ANSTY SUELTO V8;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;69;1
02099;CABLE LDNIO LS632 2M TIPO C;CABLES / ADAPTADORES;300;🔌 2m ⚡ carga rápida Type-C;70;1
02057;CABLE LDNIO LC121 1M TC A TC;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;71;1
03801;AUDIF BT WIRELESS M100;AUDIFONOS / MICROFONOS;4;🎧 Bluetooth 🔋 sonido claro y batería práctica;72;1
05136;OTG LDNIO LC140 C A USB;CARGADORES / POWERBANKS;1;🔌 USB-C a USB 📱 conecta pendrive y accesorios;73;1
02025;CABLE LDNIO LS442 NYLON 2M TIPO C;CABLES / ADAPTADORES;0;🔌 2m ⚡ carga rápida Type-C;74;1
02208;CABLE LDNIO LS852 25W 2M TIPO C;CABLES / ADAPTADORES;365;🔌 25W 2m ⚡ carga rápida Type-C;75;1
02094;CABLE LDNIO LS631 1M V8;CABLES / ADAPTADORES;58;🔌 1m ⚡ carga práctica y resistente;76;1
05026;AUTO CAR LDNIO DL-C29 3.4 TIPO C;CARGADORES / POWERBANKS;61;🚗 Cargador auto ⚡ carga rápida en el vehículo;77;1
02095;CABLE LDNIO LS631 1M IOS;CABLES / ADAPTADORES;77;🔌 1m ⚡ carga estable para iPhone;78;1
01086;FLASH MEMORY SPEED 8GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💾 8GB ⚡ almacenamiento portátil y práctico;79;1
09023;LAMINA RICH TRANSP HD TABLET;RICH;0;📱 Lámina protectora 🛡️ alta claridad y resistencia;80;1
05103;CARG LDNIO 12W A2218 2.4 TIPO C;CARGADORES / POWERBANKS;8;🔌 12W ⚡ carga rápida y segura;81;1
090231;LAMINA RICH MATE TABLET;RICH;0;📱 Lámina mate 🛡️ acabado suave y resistente;82;1
05325;CARG LDNIO 20W Q111 TC A TC;CARGADORES / POWERBANKS;138;🔌 20W ⚡ carga rápida y segura;83;1
03802;AUDIF BT WIRELESS M39;AUDIFONOS / MICROFONOS;72;🎧 Bluetooth 🔋 sonido claro y batería práctica;84;1
03234;AUDIF AIRPODS PRO 2DA GEN;AUDIFONOS / MICROFONOS;35;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;85;1
051106;CUBO SAMSUNG 20W USB Y C BLANCO;CARGADORES / POWERBANKS;0;🔌 20W ⚡ carga rápida y segura;86;1
05012;CARG LDNIO 12W A2201 2.4 TIPO C;CARGADORES / POWERBANKS;42;🔌 12W ⚡ carga rápida y segura;87;1
024101;JACK LDNIO LS-Y80C TC;CABLES / ADAPTADORES;111;🎧 Jack USB-C 🔊 audio claro y estable;88;1
053251;CARG LDNIO 20W Q111 TC A IP;CARGADORES / POWERBANKS;63;🔌 20W ⚡ carga rápida y segura;89;1
02059;CABLE IP LIGHT 1M USB A IOS;CABLES / ADAPTADORES;16;🔌 1m ⚡ carga estable para iPhone;90;1
02053;CABLE LDNIO XS-07 PLANO 1M V8;CABLES / ADAPTADORES;6;🔌 07 P ⚡ carga práctica y resistente;91;1
02212;CABLE LDNIO LS902 25W 2M IP;CABLES / ADAPTADORES;66;🔌 25W 2m ⚡ carga estable para iPhone;92;1
03183;AUDIF BT WIRELESS M90;AUDIFONOS / MICROFONOS;65;🎧 Bluetooth 🔋 sonido claro y batería práctica;93;1
01057;FLASH MEMORY ECCO 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;3;💾 32GB ⚡ almacenamiento portátil y práctico;94;1
03638;AUDIF TECNO ML E18 F;AUDIFONOS / MICROFONOS;28;🎧 Manos libres 🎵 audio claro para uso diario;95;1
05550;AUTO CAR LDNIO 30W C105 USB A C;CARGADORES / POWERBANKS;46;🚗 30W ⚡ carga rápida en el vehículo;96;1
05102;CARG LDNIO 12W A2218 2.4 V8;CARGADORES / POWERBANKS;4;🔌 12W ⚡ carga rápida y segura;97;1
01037;MEMORIA MICRO SD ECCO 16GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 16GB ⚡ almacenamiento portátil y confiable;98;1
01038;MEMORIA MICRO SD ECCO 4GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 4GB ⚡ almacenamiento portátil y confiable;99;1
02210;CABLE LDNIO LS902 25W 2M V8;CABLES / ADAPTADORES;37;🔌 25W 2m ⚡ carga práctica y resistente;100;1
056851;CARG ANSTY 45W Q-037A TIPO C;CARGADORES / POWERBANKS;18;🔌 45W ⚡ carga rápida y segura;101;1
03203;AUDIF BT WIRELESS M10;AUDIFONOS / MICROFONOS;82;🎧 Bluetooth 🔋 sonido claro y batería práctica;102;1
03108;AUDIF AIRPODS 3RA GEN;AUDIFONOS / MICROFONOS;34;🎧 Bluetooth 🔋 sonido claro y batería práctica;103;1
010391;MEMORIA MICRO SD ECCO 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 32GB ⚡ almacenamiento portátil y confiable;104;1
01039;MEMORIA MICRO SD ECCO 8GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 8GB ⚡ almacenamiento portátil y confiable;105;1
02125;CABLE LDNIO LS641 COR 1M IP;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;106;1
02231;CABLE LDNIO LS691 30W TIPO C;CABLES / ADAPTADORES;0;🔌 30W 1m ⚡ carga rápida Type-C;107;1
02042;CABLE LDNIO LS441 NYLON 1M IOS;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;108;1
01003;MICRO SD KINGSTON 100 MB/S 64GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 64GB ⚡ almacenamiento portátil y confiable;109;1
02012;CABLE LDNIO LS531 TELA 1M TIPO C;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;110;1
020701;CABLE LDNIO AUX LS-Y81A 1M;CABLES / ADAPTADORES;64;🎧 AUX 1m 🔊 sonido claro y estable;111;1
01016;FLASH EXODIA K 3,2 64GB;MICRO SD / PEN DRIVES / DISCOS DUROS;1;💾 64GB ⚡ velocidad USB 3.2 y práctico;112;1
02106;CABLE LDNIO LS801 1M V8;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga práctica y resistente;113;1
056211;CUBO ECCO 18W EC-18 USB;CARGADORES / POWERBANKS;30;🔌 18W ⚡ carga rápida y segura;114;1
0201011;CABLE LDNIO LC631 30W 1M TC A IP;CABLES / ADAPTADORES;0;🔌 30W USB-C a iPhone ⚡ carga rápida;115;1
05558;CARG LDNIO 18W A1209 TIPO C;CARGADORES / POWERBANKS;0;🔌 18W ⚡ carga rápida y segura;116;1
05690;CARG ANSTY 45W Q039T USB-C TIPO C;CARGADORES / POWERBANKS;4;🔌 45W ⚡ carga rápida y segura;117;1
070013;MOUSE GENIUS DX-110 USB NEGRO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;118;1
03148;AUDIF SAMSUNG ML HS330 NEGRO;AUDIFONOS / MICROFONOS;33;🎧 Manos libres 🎵 audio claro para uso diario;119;1
02202;CABLE LDNIO LS851 25W IOS;CABLES / ADAPTADORES;0;🔌 25W 1m ⚡ carga estable para iPhone;120;1
02084;CABLE LDNIO LS561 EN L 1M TIPO C;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;121;1
020101;CABLE LDNIO LC631 65W 1M TC A C;CABLES / ADAPTADORES;15;🔌 65W USB-C ⚡ carga rápida y estable;122;1
05705;CARG ANSTY 50W Q-059 TC;CARGADORES / POWERBANKS;72;🔌 50W ⚡ carga rápida y segura;123;1
05010;CARG LDNIO 12W A2201 2.4 V8;CARGADORES / POWERBANKS;0;🔌 12W ⚡ carga rápida y segura;124;1
03642;AUDIF ECCO ML EC 62 TC NEGRO;AUDIFONOS / MICROFONOS;15;🎧 USB-C 🎵 sonido claro y moderno;125;1
05670;CARG ANSTY 66W AM01 SCH TIPO C;CARGADORES / POWERBANKS;0;🔌 66W ⚡ carga rápida y segura;126;1
05285;CARG LDNIO 20W Q1 USB A C NEGRO;CARGADORES / POWERBANKS;0;🔌 20W ⚡ carga rápida y segura;127;1
0902011;LAMINA RICH LAPTOP HD;RICH;100;📱 Lámina protectora 🛡️ alta claridad y resistencia;128;1
05604;CARG ECCO EC-67W TC A TC;CARGADORES / POWERBANKS;85;🔌 67W ⚡ carga rápida y segura;129;1
05802;CARG INFINIX HOT 50 33W USB A C;CARGADORES / POWERBANKS;48;🔌 33W ⚡ carga rápida y segura;130;1
05560;CARG LDNIO 12W A2221 TIPO C;CARGADORES / POWERBANKS;0;🔌 12W ⚡ carga rápida y segura;131;1
02085;CABLE LDNIO LS561 EN L 1M IOS;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga estable para iPhone;132;1
020103;CABLE LDNIO LC921 240W 1M TC A C;CABLES / ADAPTADORES;33;🔌 240W USB-C ⚡ carga rápida y estable;133;1
03404;AUDIF EARLDOM ML E43 BLANCO;AUDIFONOS / MICROFONOS;81;🎧 Manos libres 🎵 audio claro para uso diario;134;1
05566;AUTO CAR ECCO 38W EC-135 V8;CARGADORES / POWERBANKS;8;🚗 38W ⚡ carga rápida en el vehículo;135;1
02417;CABLE ANSTY Z09-I IP;CABLES / ADAPTADORES;166;🔌 1m ⚡ carga estable para iPhone;136;1
05151;CARG LDNIO 30W A2527 3.0 TIPO C;CARGADORES / POWERBANKS;0;🔌 30W ⚡ carga rápida y segura;137;1
03290;AUDIF BT WIRELESS M20;AUDIFONOS / MICROFONOS;7;🎧 Bluetooth 🔋 sonido claro y batería práctica;138;1
056801;CARG ANSTY 45W Q047PT TIPO C;CARGADORES / POWERBANKS;6;🔌 45W ⚡ carga rápida y segura;139;1
01087;FLASH MEMORY SPEED 16GB;MICRO SD / PEN DRIVES / DISCOS DUROS;2;💾 16GB ⚡ almacenamiento portátil y práctico;140;1
05803;CARG INFINIX NOTE 50 67W TC A C;CARGADORES / POWERBANKS;27;🔌 67W ⚡ carga rápida y segura;141;1
024103;CABLE LDNIO AUX AD LS-Y81C 1M TC;CABLES / ADAPTADORES;16;🎧 AUX 1m 🔌 audio directo Type-C;142;1
07172;MOUSE ECCO WIRELESS EC-W930;PRODUCTOS DE COMPUTACIÓN;200;🖱️ Mouse inalámbrico 🔋 cómodo y práctico;143;1
07152;TECL ECCO CON CABLE K29;PRODUCTOS DE COMPUTACIÓN;183;⌨️ Teclado USB 💻 práctico y cómodo;144;1
01004;MICRO SD KINGSTON 100 MB/S 128GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 128GB ⚡ almacenamiento portátil y confiable;145;1
06003;BATERIA J5 PREMIUM;BATERIAS;1;🔋 Batería de repuesto 📱 energía confiable para celular;146;1
020411;CABLE LDNIO LC441 65W 1M TC A TC;CABLES / ADAPTADORES;0;🔌 65W 1m ⚡ carga rápida Type-C;147;1
02107;CABLE LDNIO LS801 1M IOS;CABLES / ADAPTADORES;131;🔌 1m ⚡ carga estable para iPhone;148;1
05252;CARG LDNIO 30W A2317C 3.0 TIPO C;CARGADORES / POWERBANKS;64;🔌 30W ⚡ carga rápida y segura;149;1
02206;CABLE LDNIO LS852 25W 2M V8;CABLES / ADAPTADORES;44;🔌 25W 2m ⚡ carga práctica y resistente;150;1
01075;FLASH MEMORY ADATA 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💾 32GB ⚡ almacenamiento portátil y práctico;151;1
05104;OTG LDNIO LC150 USB A C;CARGADORES / POWERBANKS;19;🔌 USB-C a USB 📱 conecta pendrive y accesorios;152;1
03607;AUDIF ORAIMO ML E10 F;AUDIFONOS / MICROFONOS;29;🎧 Manos libres 🎵 audio claro para uso diario;153;1
02213;CABLE LDNIO LC902 30W TC A IP;CABLES / ADAPTADORES;44;🔌 30W USB-C a iPhone ⚡ carga rápida;154;1
02067;CABLE REALME USB TIPO C;CABLES / ADAPTADORES;22;🔌 1m ⚡ carga rápida Type-C;155;1
05665;AUTO CAR ANSTY CAR-012 ALIENS;CARGADORES / POWERBANKS;176;🚗 Cargador auto ⚡ carga rápida en el vehículo;156;1
052102;CARG MI CH TU 120W TIPO C;CARGADORES / POWERBANKS;15;🔌 120W ⚡ carga rápida y segura;157;1
05554;AUTO CAR LDNIO 60W C103 TC A C;CARGADORES / POWERBANKS;28;🚗 60W ⚡ carga rápida en el vehículo;158;1
022131;CABLE LDNIO LC902 65W TC A C;CABLES / ADAPTADORES;39;🔌 65W USB-C ⚡ carga rápida y estable;159;1
052011;CARG SPARK 20PRO 67W TC A C;CARGADORES / POWERBANKS;0;🔌 67W ⚡ carga rápida y segura;160;1
09300;PALETA RICH PEQUEÑA;RICH;112.99;🛠️ Accesorio técnico ✨ práctico para trabajo profesional;161;1
03640;AUDIF STRONG BASS ML F;AUDIFONOS / MICROFONOS;76;🎧 Manos libres 🔊 bajos potentes y sonido fuerte;162;1
03632;AUDIF REALME ML X38 BLANCO;AUDIFONOS / MICROFONOS;29;🎧 Manos libres 🎵 audio claro para uso diario;163;1
05551;AUTO CAR LDNIO 30W C106 TC A C;CARGADORES / POWERBANKS;55;🚗 30W ⚡ carga rápida en el vehículo;164;1
051971;CARG SAMSUNG 68W TIPO C;CARGADORES / POWERBANKS;14;🔌 68W ⚡ carga rápida y segura;165;1
020591;CABLE IP LIGHT 1M TC A TC;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;166;1
020702;CABLE LDNIO AUX LS-Y82A 2M;CABLES / ADAPTADORES;29;🎧 AUX 2m 🔊 sonido claro y estable;167;1
06011;BATERIA NOKIA BL5C;BATERIAS;4;🔋 Batería de repuesto 📱 energía confiable para celular;168;1
03291;AUDIF BT WIRELESS M30;AUDIFONOS / MICROFONOS;87;🎧 Bluetooth 🔋 sonido claro y batería práctica;169;1
020412;CABLE LDNIO LC441 30W 1M TC A IOS;CABLES / ADAPTADORES;0;🔌 30W USB-C a iPhone ⚡ carga rápida;170;1
02418;CABLE ANSTY Z040 TIPO C;CABLES / ADAPTADORES;1804;🔌 1m ⚡ carga rápida Type-C;171;1
03400;AUDIF LDNIO ML HP08C;AUDIFONOS / MICROFONOS;7;🎧 Manos libres 🎵 audio claro para uso diario;172;1
03063;AUDIF POP UP WIN ML IP PROMAX;AUDIFONOS / MICROFONOS;57;🎧 Manos libres 🎵 audio claro para uso diario;173;1
05552;AUTO CAR LDNIO 30W C509Q TC A C;CARGADORES / POWERBANKS;65;🚗 30W ⚡ carga rápida en el vehículo;174;1
01092;MEMORIA MICRO SD SPEED 16GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 16GB ⚡ almacenamiento portátil y confiable;175;1
05559;CARG LDNIO 12W A2221 V8;CARGADORES / POWERBANKS;1;🔌 12W ⚡ carga rápida y segura;176;1
021071;CABLE LDNIO LS802 1M TIPO C;CABLES / ADAPTADORES;85;🔌 1m ⚡ carga rápida Type-C;177;1
031082;AUDIF AIRPODS 4TA GEN;AUDIFONOS / MICROFONOS;43;🎧 Bluetooth 🔋 sonido claro y batería práctica;178;1
055501;AUTO CAR LDNIO 30W C105 V8;CARGADORES / POWERBANKS;0;🚗 30W ⚡ carga rápida en el vehículo;179;1
038601;AUDIF ECCO BT K4 AZUL/AMARILLO;AUDIFONOS / MICROFONOS;92;🎧 Bluetooth 🔋 sonido claro y batería práctica;180;1
038602;AUDIF ECCO BT K4 GRIS/TURQUEZA;AUDIFONOS / MICROFONOS;92;🎧 Bluetooth 🔋 sonido claro y batería práctica;181;1
05220;CARG LDNIO 12W A2218 2.4 IOS;CARGADORES / POWERBANKS;50;🔌 12W ⚡ carga rápida y segura;182;1
043491;PARL KIMISO 1182 PORT AZUL;PARLANTES / SMARTWATCH / TV BOX;0;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;183;1
043492;PARL KIMISO 1182 PORT ROJO;PARLANTES / SMARTWATCH / TV BOX;0;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;184;1
020672;CABLE ANSTY SUELTO IP;CABLES / ADAPTADORES;20;🔌 1m ⚡ carga estable para iPhone;185;1
034001;AUDIF LDNIO ML HP09C;AUDIFONOS / MICROFONOS;11;🎧 Manos libres 🎵 audio claro para uso diario;186;1
03860;AUDIF ECCO BT K4 NEGRO/NARANJA;AUDIFONOS / MICROFONOS;93;🎧 Bluetooth 🔋 sonido claro y batería práctica;187;1
021161;CABLE IP LIGHT 2M TIPO C A IOS;CABLES / ADAPTADORES;41;🔌 USB-C a iPhone ⚡ carga rápida;188;1
05029;AUTO CAR LDNIO DL-C17 2.0 TIPO C;CARGADORES / POWERBANKS;2;🚗 Cargador auto ⚡ carga rápida en el vehículo;189;1
02097;CABLE LDNIO LS632 2M V8;CABLES / ADAPTADORES;0;🔌 2m ⚡ carga práctica y resistente;190;1
07171;MOUSE ECCO WIRELESS EC-W690;PRODUCTOS DE COMPUTACIÓN;199;🖱️ Mouse inalámbrico 🔋 cómodo y práctico;191;1
09002;REGULADOR CDP R2C-AVR 1008 8 NEMA;RICH;0;🔌 Regulador eléctrico ⚡ protege equipos de voltaje;192;1
01091;MEMORIA MICRO SD SPEED 8GB;MICRO SD / PEN DRIVES / DISCOS DUROS;18;📱 8GB ⚡ almacenamiento portátil y confiable;193;1
024102;JACK LDNIO LS-Y80I IP;CABLES / ADAPTADORES;33;🎧 Jack Lightning 🔊 audio práctico para iPhone;194;1
03631;AUDIF REALME ML X38 NEGRO;AUDIFONOS / MICROFONOS;30;🎧 Manos libres 🎵 audio claro para uso diario;195;1
01017;FLASH EXODIA K 3,2 128GB;MICRO SD / PEN DRIVES / DISCOS DUROS;22;💾 128GB ⚡ velocidad USB 3.2 y práctico;196;1
01093;MEMORIA MICRO SD SPEED 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;35;📱 32GB ⚡ almacenamiento portátil y confiable;197;1
020592;CABLE IP LIGHT 1M USB A IOS X;CABLES / ADAPTADORES;56;🔌 1m ⚡ carga estable para iPhone;198;1
05251;CARG LDNIO 30W A2317C 3.0 TC A IOS;CARGADORES / POWERBANKS;28;🔌 30W ⚡ carga rápida y segura;199;1
04355;PARL ECCO T7 NEGRO;PARLANTES / SMARTWATCH / TV BOX;4;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;200;1
05310;CARG SAMSUNG FAST 45W TC A C;CARGADORES / POWERBANKS;0;🔌 45W ⚡ carga rápida y segura;201;1
05177;AUTO CAR LDNIO 36W C2 TIPO C;CARGADORES / POWERBANKS;37;🚗 36W ⚡ carga rápida en el vehículo;202;1
07760;MOUSE GENIUS DX-123 USB NEGRO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;203;1
